"Soort misdrijf";"Perioden";"Regio's";"Geregistreerde misdrijven (aantal)"
"Totaal misdrijven";"2023 februari";"Overbetuwe";"     118"
"Totaal misdrijven";"2023 maart";"Overbetuwe";"     152"
"Totaal misdrijven";"2023 april";"Overbetuwe";"     161"
"Totaal misdrijven";"2023 mei";"Overbetuwe";"     131"
"Totaal misdrijven";"2023 juni";"Overbetuwe";"     116"
"Totaal misdrijven";"2023 juli";"Overbetuwe";"     113"
"Totaal misdrijven";"2023 augustus";"Overbetuwe";"     121"
"Totaal misdrijven";"2022 september";"Papendrecht";"      82"
"Totaal misdrijven";"2022 oktober";"Papendrecht";"      72"
"Totaal misdrijven";"2022 november";"Papendrecht";"      94"
"Totaal misdrijven";"2022 december";"Papendrecht";"      95"
"Totaal misdrijven";"2023 januari";"Papendrecht";"      93"
"Totaal misdrijven";"2023 februari";"Papendrecht";"      92"
"Totaal misdrijven";"2023 maart";"Papendrecht";"      85"
"Totaal misdrijven";"2023 april";"Papendrecht";"      76"
"Totaal misdrijven";"2023 mei";"Papendrecht";"      71"
"Totaal misdrijven";"2023 juni";"Papendrecht";"      75"
"Totaal misdrijven";"2023 juli";"Papendrecht";"      64"
"Totaal misdrijven";"2023 augustus";"Papendrecht";"      72"
"Totaal misdrijven";"2022 september";"Peel en Maas";"     125"
"Totaal misdrijven";"2022 oktober";"Peel en Maas";"     134"
"Totaal misdrijven";"2022 november";"Peel en Maas";"     122"
"Totaal misdrijven";"2022 december";"Peel en Maas";"     116"
"Totaal misdrijven";"2023 januari";"Peel en Maas";"     122"
"Totaal misdrijven";"2023 februari";"Peel en Maas";"     102"
"Totaal misdrijven";"2023 maart";"Peel en Maas";"      99"
"Totaal misdrijven";"2023 april";"Peel en Maas";"     106"
"Totaal misdrijven";"2023 mei";"Peel en Maas";"     118"
"Totaal misdrijven";"2023 juni";"Peel en Maas";"     128"
"Totaal misdrijven";"2023 juli";"Peel en Maas";"     115"
"Totaal misdrijven";"2023 augustus";"Peel en Maas";"      90"
"Totaal misdrijven";"2022 september";"Pekela";"      26"
"Totaal misdrijven";"2022 oktober";"Pekela";"      32"
"Totaal misdrijven";"2022 november";"Pekela";"      21"
"Totaal misdrijven";"2022 december";"Pekela";"      23"
"Totaal misdrijven";"2023 januari";"Pekela";"      29"
"Totaal misdrijven";"2023 februari";"Pekela";"      14"
"Totaal misdrijven";"2023 maart";"Pekela";"      29"
"Totaal misdrijven";"2023 april";"Pekela";"      26"
"Totaal misdrijven";"2023 mei";"Pekela";"      31"
"Totaal misdrijven";"2023 juni";"Pekela";"      40"
"Totaal misdrijven";"2023 juli";"Pekela";"      35"
"Totaal misdrijven";"2023 augustus";"Pekela";"      39"
"Totaal misdrijven";"2022 september";"Pijnacker-Nootdorp";"     105"
"Totaal misdrijven";"2022 oktober";"Pijnacker-Nootdorp";"     170"
"Totaal misdrijven";"2022 november";"Pijnacker-Nootdorp";"     174"
"Totaal misdrijven";"2022 december";"Pijnacker-Nootdorp";"     131"
"Totaal misdrijven";"2023 januari";"Pijnacker-Nootdorp";"     139"
"Totaal misdrijven";"2023 februari";"Pijnacker-Nootdorp";"     135"
"Totaal misdrijven";"2023 maart";"Pijnacker-Nootdorp";"     154"
"Totaal misdrijven";"2023 april";"Pijnacker-Nootdorp";"     129"
"Totaal misdrijven";"2023 mei";"Pijnacker-Nootdorp";"     128"
"Totaal misdrijven";"2023 juni";"Pijnacker-Nootdorp";"     138"
"Totaal misdrijven";"2023 juli";"Pijnacker-Nootdorp";"     136"
"Totaal misdrijven";"2023 augustus";"Pijnacker-Nootdorp";"     134"
"Totaal misdrijven";"2022 september";"Purmerend";"     266"
"Totaal misdrijven";"2022 oktober";"Purmerend";"     287"
"Totaal misdrijven";"2022 november";"Purmerend";"     307"
"Totaal misdrijven";"2022 december";"Purmerend";"     263"
"Totaal misdrijven";"2023 januari";"Purmerend";"     296"
"Totaal misdrijven";"2023 februari";"Purmerend";"     258"
"Totaal misdrijven";"2023 maart";"Purmerend";"     295"
"Totaal misdrijven";"2023 april";"Purmerend";"     261"
"Totaal misdrijven";"2023 mei";"Purmerend";"     311"
"Totaal misdrijven";"2023 juni";"Purmerend";"     270"
"Totaal misdrijven";"2023 juli";"Purmerend";"     331"
"Totaal misdrijven";"2023 augustus";"Purmerend";"     274"
"Totaal misdrijven";"2022 september";"Putten";"      41"
"Totaal misdrijven";"2022 oktober";"Putten";"      60"
"Totaal misdrijven";"2022 november";"Putten";"      77"
"Totaal misdrijven";"2022 december";"Putten";"      55"
"Totaal misdrijven";"2023 januari";"Putten";"      60"
"Totaal misdrijven";"2023 februari";"Putten";"      58"
"Totaal misdrijven";"2023 maart";"Putten";"      41"
"Totaal misdrijven";"2023 april";"Putten";"      44"
"Totaal misdrijven";"2023 mei";"Putten";"      48"
"Totaal misdrijven";"2023 juni";"Putten";"      59"
"Totaal misdrijven";"2023 juli";"Putten";"      52"
"Totaal misdrijven";"2023 augustus";"Putten";"      48"
"Totaal misdrijven";"2022 september";"Raalte";"      60"
"Totaal misdrijven";"2022 oktober";"Raalte";"      68"
"Totaal misdrijven";"2022 november";"Raalte";"      61"
"Totaal misdrijven";"2022 december";"Raalte";"      78"
"Totaal misdrijven";"2023 januari";"Raalte";"      80"
"Totaal misdrijven";"2023 februari";"Raalte";"      82"
"Totaal misdrijven";"2023 maart";"Raalte";"      79"
"Totaal misdrijven";"2023 april";"Raalte";"      48"
"Totaal misdrijven";"2023 mei";"Raalte";"      80"
"Totaal misdrijven";"2023 juni";"Raalte";"      62"
"Totaal misdrijven";"2023 juli";"Raalte";"      69"
"Totaal misdrijven";"2023 augustus";"Raalte";"      67"
"Totaal misdrijven";"2022 september";"Reimerswaal";"      44"
"Totaal misdrijven";"2022 oktober";"Reimerswaal";"      57"
"Totaal misdrijven";"2022 november";"Reimerswaal";"      50"
"Totaal misdrijven";"2022 december";"Reimerswaal";"      52"
"Totaal misdrijven";"2023 januari";"Reimerswaal";"      72"
"Totaal misdrijven";"2023 februari";"Reimerswaal";"      41"
"Totaal misdrijven";"2023 maart";"Reimerswaal";"      80"
"Totaal misdrijven";"2023 april";"Reimerswaal";"      45"
"Totaal misdrijven";"2023 mei";"Reimerswaal";"      61"
"Totaal misdrijven";"2023 juni";"Reimerswaal";"      55"
"Totaal misdrijven";"2023 juli";"Reimerswaal";"      51"
"Totaal misdrijven";"2023 augustus";"Reimerswaal";"      35"
"Totaal misdrijven";"2022 september";"Renkum";"      88"
"Totaal misdrijven";"2022 oktober";"Renkum";"      78"
"Totaal misdrijven";"2022 november";"Renkum";"      82"
"Totaal misdrijven";"2022 december";"Renkum";"      75"
"Totaal misdrijven";"2023 januari";"Renkum";"      99"
"Totaal misdrijven";"2023 februari";"Renkum";"      73"
"Totaal misdrijven";"2023 maart";"Renkum";"      85"
"Totaal misdrijven";"2023 april";"Renkum";"      94"
"Totaal misdrijven";"2023 mei";"Renkum";"      70"
"Totaal misdrijven";"2023 juni";"Renkum";"      73"
"Totaal misdrijven";"2023 juli";"Renkum";"      66"
"Totaal misdrijven";"2023 augustus";"Renkum";"      55"
"Totaal misdrijven";"2022 september";"Renswoude";"      13"
"Totaal misdrijven";"2022 oktober";"Renswoude";"       8"
"Totaal misdrijven";"2022 november";"Renswoude";"      16"
"Totaal misdrijven";"2022 december";"Renswoude";"       8"
"Totaal misdrijven";"2023 januari";"Renswoude";"       1"
"Totaal misdrijven";"2023 februari";"Renswoude";"       7"
"Totaal misdrijven";"2023 maart";"Renswoude";"      13"
"Totaal misdrijven";"2023 april";"Renswoude";"      12"
"Totaal misdrijven";"2023 mei";"Renswoude";"      12"
"Totaal misdrijven";"2023 juni";"Renswoude";"      10"
"Totaal misdrijven";"2023 juli";"Renswoude";"       5"
"Totaal misdrijven";"2023 augustus";"Renswoude";"      10"
"Totaal misdrijven";"2022 september";"Reusel-De Mierden";"      24"
"Totaal misdrijven";"2022 oktober";"Reusel-De Mierden";"      27"
"Totaal misdrijven";"2022 november";"Reusel-De Mierden";"      44"
"Totaal misdrijven";"2022 december";"Reusel-De Mierden";"      31"
"Totaal misdrijven";"2023 januari";"Reusel-De Mierden";"      39"
"Totaal misdrijven";"2023 februari";"Reusel-De Mierden";"      39"
"Totaal misdrijven";"2023 maart";"Reusel-De Mierden";"      22"
"Totaal misdrijven";"2023 april";"Reusel-De Mierden";"      20"
"Totaal misdrijven";"2023 mei";"Reusel-De Mierden";"      18"
"Totaal misdrijven";"2023 juni";"Reusel-De Mierden";"      19"
"Totaal misdrijven";"2023 juli";"Reusel-De Mierden";"      27"
"Totaal misdrijven";"2023 augustus";"Reusel-De Mierden";"      24"
"Totaal misdrijven";"2022 september";"Rheden";"     105"
"Totaal misdrijven";"2022 oktober";"Rheden";"     147"
"Totaal misdrijven";"2022 november";"Rheden";"     117"
"Totaal misdrijven";"2022 december";"Rheden";"     130"
"Totaal misdrijven";"2023 januari";"Rheden";"     145"
"Totaal misdrijven";"2023 februari";"Rheden";"     103"
"Totaal misdrijven";"2023 maart";"Rheden";"     113"
"Totaal misdrijven";"2023 april";"Rheden";"     156"
"Totaal misdrijven";"2023 mei";"Rheden";"     104"
"Totaal misdrijven";"2023 juni";"Rheden";"     119"
"Totaal misdrijven";"2023 juli";"Rheden";"     132"
"Totaal misdrijven";"2023 augustus";"Rheden";"     115"
"Totaal misdrijven";"2022 september";"Rhenen";"      39"
"Totaal misdrijven";"2022 oktober";"Rhenen";"      40"
"Totaal misdrijven";"2022 november";"Rhenen";"      44"
"Totaal misdrijven";"2022 december";"Rhenen";"      45"
"Totaal misdrijven";"2023 januari";"Rhenen";"      44"
"Totaal misdrijven";"2023 februari";"Rhenen";"      65"
"Totaal misdrijven";"2023 maart";"Rhenen";"      54"
"Totaal misdrijven";"2023 april";"Rhenen";"      49"
"Totaal misdrijven";"2023 mei";"Rhenen";"      56"
"Totaal misdrijven";"2023 juni";"Rhenen";"      46"
"Totaal misdrijven";"2023 juli";"Rhenen";"      69"
"Totaal misdrijven";"2023 augustus";"Rhenen";"      49"
"Totaal misdrijven";"2022 september";"Ridderkerk";"     150"
"Totaal misdrijven";"2022 oktober";"Ridderkerk";"     160"
"Totaal misdrijven";"2022 november";"Ridderkerk";"     120"
"Totaal misdrijven";"2022 december";"Ridderkerk";"     131"
"Totaal misdrijven";"2023 januari";"Ridderkerk";"     150"
"Totaal misdrijven";"2023 februari";"Ridderkerk";"     117"
"Totaal misdrijven";"2023 maart";"Ridderkerk";"     164"
"Totaal misdrijven";"2023 april";"Ridderkerk";"     153"
"Totaal misdrijven";"2023 mei";"Ridderkerk";"     119"
"Totaal misdrijven";"2023 juni";"Ridderkerk";"     154"
"Totaal misdrijven";"2023 juli";"Ridderkerk";"     141"
"Totaal misdrijven";"2023 augustus";"Ridderkerk";"     148"
"Totaal misdrijven";"2022 september";"Rijssen-Holten";"      87"
"Totaal misdrijven";"2022 oktober";"Rijssen-Holten";"      80"
"Totaal misdrijven";"2022 november";"Rijssen-Holten";"      82"
"Totaal misdrijven";"2022 december";"Rijssen-Holten";"      77"
"Totaal misdrijven";"2023 januari";"Rijssen-Holten";"      67"
"Totaal misdrijven";"2023 februari";"Rijssen-Holten";"      75"
"Totaal misdrijven";"2023 maart";"Rijssen-Holten";"      94"
"Totaal misdrijven";"2023 april";"Rijssen-Holten";"      84"
"Totaal misdrijven";"2023 mei";"Rijssen-Holten";"      70"
"Totaal misdrijven";"2023 juni";"Rijssen-Holten";"      86"
"Totaal misdrijven";"2023 juli";"Rijssen-Holten";"      49"
"Totaal misdrijven";"2023 augustus";"Rijssen-Holten";"      51"
"Totaal misdrijven";"2022 september";"Rijswijk (ZH.)";"     299"
"Totaal misdrijven";"2022 oktober";"Rijswijk (ZH.)";"     322"
"Totaal misdrijven";"2022 november";"Rijswijk (ZH.)";"     317"
"Totaal misdrijven";"2022 december";"Rijswijk (ZH.)";"     262"
"Totaal misdrijven";"2023 januari";"Rijswijk (ZH.)";"     310"
"Totaal misdrijven";"2023 februari";"Rijswijk (ZH.)";"     243"
"Totaal misdrijven";"2023 maart";"Rijswijk (ZH.)";"     268"
"Totaal misdrijven";"2023 april";"Rijswijk (ZH.)";"     256"
"Totaal misdrijven";"2023 mei";"Rijswijk (ZH.)";"     268"
"Totaal misdrijven";"2023 juni";"Rijswijk (ZH.)";"     302"
"Totaal misdrijven";"2023 juli";"Rijswijk (ZH.)";"     245"
"Totaal misdrijven";"2023 augustus";"Rijswijk (ZH.)";"     260"
"Totaal misdrijven";"2022 september";"Roerdalen";"      50"
"Totaal misdrijven";"2022 oktober";"Roerdalen";"      42"
"Totaal misdrijven";"2022 november";"Roerdalen";"      42"
"Totaal misdrijven";"2022 december";"Roerdalen";"      42"
"Totaal misdrijven";"2023 januari";"Roerdalen";"      41"
"Totaal misdrijven";"2023 februari";"Roerdalen";"      45"
"Totaal misdrijven";"2023 maart";"Roerdalen";"      51"
"Totaal misdrijven";"2023 april";"Roerdalen";"      38"
"Totaal misdrijven";"2023 mei";"Roerdalen";"      40"
"Totaal misdrijven";"2023 juni";"Roerdalen";"      38"
"Totaal misdrijven";"2023 juli";"Roerdalen";"      41"
"Totaal misdrijven";"2023 augustus";"Roerdalen";"      32"
"Totaal misdrijven";"2022 september";"Roermond";"     353"
"Totaal misdrijven";"2022 oktober";"Roermond";"     351"
"Totaal misdrijven";"2022 november";"Roermond";"     358"
"Totaal misdrijven";"2022 december";"Roermond";"     288"
"Totaal misdrijven";"2023 januari";"Roermond";"     364"
"Totaal misdrijven";"2023 februari";"Roermond";"     294"
"Totaal misdrijven";"2023 maart";"Roermond";"     317"
"Totaal misdrijven";"2023 april";"Roermond";"     264"
"Totaal misdrijven";"2023 mei";"Roermond";"     315"
"Totaal misdrijven";"2023 juni";"Roermond";"     358"
"Totaal misdrijven";"2023 juli";"Roermond";"     292"
"Totaal misdrijven";"2023 augustus";"Roermond";"     369"
"Totaal misdrijven";"2022 september";"De Ronde Venen";"     100"
"Totaal misdrijven";"2022 oktober";"De Ronde Venen";"     116"
"Totaal misdrijven";"2022 november";"De Ronde Venen";"     104"
"Totaal misdrijven";"2022 december";"De Ronde Venen";"     113"
"Totaal misdrijven";"2023 januari";"De Ronde Venen";"     101"
"Totaal misdrijven";"2023 februari";"De Ronde Venen";"      87"
"Totaal misdrijven";"2023 maart";"De Ronde Venen";"     116"
"Totaal misdrijven";"2023 april";"De Ronde Venen";"      93"
"Totaal misdrijven";"2023 mei";"De Ronde Venen";"      98"
"Totaal misdrijven";"2023 juni";"De Ronde Venen";"      91"
"Totaal misdrijven";"2023 juli";"De Ronde Venen";"     104"
"Totaal misdrijven";"2023 augustus";"De Ronde Venen";"     115"
"Totaal misdrijven";"2022 september";"Roosendaal";"     338"
"Totaal misdrijven";"2022 oktober";"Roosendaal";"     426"
"Totaal misdrijven";"2022 november";"Roosendaal";"     390"
"Totaal misdrijven";"2022 december";"Roosendaal";"     392"
"Totaal misdrijven";"2023 januari";"Roosendaal";"     383"
"Totaal misdrijven";"2023 februari";"Roosendaal";"     359"
"Totaal misdrijven";"2023 maart";"Roosendaal";"     390"
"Totaal misdrijven";"2023 april";"Roosendaal";"     337"
"Totaal misdrijven";"2023 mei";"Roosendaal";"     344"
"Totaal misdrijven";"2023 juni";"Roosendaal";"     396"
"Totaal misdrijven";"2023 juli";"Roosendaal";"     433"
"Totaal misdrijven";"2023 augustus";"Roosendaal";"     413"
"Totaal misdrijven";"2022 september";"Rotterdam";"    4470"
"Totaal misdrijven";"2022 oktober";"Rotterdam";"    4876"
"Totaal misdrijven";"2022 november";"Rotterdam";"    4771"
"Totaal misdrijven";"2022 december";"Rotterdam";"    4519"
"Totaal misdrijven";"2023 januari";"Rotterdam";"    4620"
"Totaal misdrijven";"2023 februari";"Rotterdam";"    4133"
"Totaal misdrijven";"2023 maart";"Rotterdam";"    4396"
"Totaal misdrijven";"2023 april";"Rotterdam";"    4450"
"Totaal misdrijven";"2023 mei";"Rotterdam";"    4724"
"Totaal misdrijven";"2023 juni";"Rotterdam";"    4955"
"Totaal misdrijven";"2023 juli";"Rotterdam";"    4706"
"Totaal misdrijven";"2023 augustus";"Rotterdam";"    4356"
"Totaal misdrijven";"2022 september";"Rozendaal";"       3"
"Totaal misdrijven";"2022 oktober";"Rozendaal";"       5"
"Totaal misdrijven";"2022 november";"Rozendaal";"       2"
"Totaal misdrijven";"2022 december";"Rozendaal";"       5"
"Totaal misdrijven";"2023 januari";"Rozendaal";"       3"
"Totaal misdrijven";"2023 februari";"Rozendaal";"       2"
"Totaal misdrijven";"2023 maart";"Rozendaal";"       5"
"Totaal misdrijven";"2023 april";"Rozendaal";"      11"
"Totaal misdrijven";"2023 mei";"Rozendaal";"       5"
"Totaal misdrijven";"2023 juni";"Rozendaal";"       6"
"Totaal misdrijven";"2023 juli";"Rozendaal";"       7"
"Totaal misdrijven";"2023 augustus";"Rozendaal";"      12"
"Totaal misdrijven";"2022 september";"Rucphen";"      61"
"Totaal misdrijven";"2022 oktober";"Rucphen";"      56"
"Totaal misdrijven";"2022 november";"Rucphen";"      81"
"Totaal misdrijven";"2022 december";"Rucphen";"      50"
"Totaal misdrijven";"2023 januari";"Rucphen";"      69"
"Totaal misdrijven";"2023 februari";"Rucphen";"      48"
"Totaal misdrijven";"2023 maart";"Rucphen";"      85"
"Totaal misdrijven";"2023 april";"Rucphen";"      62"
"Totaal misdrijven";"2023 mei";"Rucphen";"      73"
"Totaal misdrijven";"2023 juni";"Rucphen";"      57"
"Totaal misdrijven";"2023 juli";"Rucphen";"      57"
"Totaal misdrijven";"2023 augustus";"Rucphen";"      68"
"Totaal misdrijven";"2022 september";"Schagen";"     148"
"Totaal misdrijven";"2022 oktober";"Schagen";"     179"
"Totaal misdrijven";"2022 november";"Schagen";"     125"
"Totaal misdrijven";"2022 december";"Schagen";"     127"
"Totaal misdrijven";"2023 januari";"Schagen";"     174"
"Totaal misdrijven";"2023 februari";"Schagen";"     110"
"Totaal misdrijven";"2023 maart";"Schagen";"     158"
"Totaal misdrijven";"2023 april";"Schagen";"     172"
"Totaal misdrijven";"2023 mei";"Schagen";"     106"
"Totaal misdrijven";"2023 juni";"Schagen";"     131"
"Totaal misdrijven";"2023 juli";"Schagen";"     154"
"Totaal misdrijven";"2023 augustus";"Schagen";"     137"
"Totaal misdrijven";"2022 september";"Scherpenzeel";"      29"
"Totaal misdrijven";"2022 oktober";"Scherpenzeel";"      25"
"Totaal misdrijven";"2022 november";"Scherpenzeel";"      16"
"Totaal misdrijven";"2022 december";"Scherpenzeel";"      19"
"Totaal misdrijven";"2023 januari";"Scherpenzeel";"      15"
"Totaal misdrijven";"2023 februari";"Scherpenzeel";"      22"
"Totaal misdrijven";"2023 maart";"Scherpenzeel";"      14"
"Totaal misdrijven";"2023 april";"Scherpenzeel";"      12"
"Totaal misdrijven";"2023 mei";"Scherpenzeel";"      16"
"Totaal misdrijven";"2023 juni";"Scherpenzeel";"      12"
"Totaal misdrijven";"2023 juli";"Scherpenzeel";"      17"
"Totaal misdrijven";"2023 augustus";"Scherpenzeel";"       7"
"Totaal misdrijven";"2022 september";"Schiedam";"     380"
"Totaal misdrijven";"2022 oktober";"Schiedam";"     447"
"Totaal misdrijven";"2022 november";"Schiedam";"     433"
"Totaal misdrijven";"2022 december";"Schiedam";"     407"
"Totaal misdrijven";"2023 januari";"Schiedam";"     416"
"Totaal misdrijven";"2023 februari";"Schiedam";"     354"
"Totaal misdrijven";"2023 maart";"Schiedam";"     390"
"Totaal misdrijven";"2023 april";"Schiedam";"     347"
"Totaal misdrijven";"2023 mei";"Schiedam";"     446"
